start	end	text
0	18680	You know, what I do is write for children.
18680	24760	I'm probably America's most widely read children's author, in fact, and I always tell people
24760	28060	that I don't want to show up looking like a scientist.
28060	34960	You can have me as a farmer or in leathers, and no one has ever chose farmer.
34960	39980	I'm here today to talk to you about circles and epiphanies, and you know, an epiphany
39980	42820	is usually something you find that you drop someplace.
42820	47660	You just got to go around the block to see it as an epiphany.
47660	52120	That's a painting of a circle, a friend of mine did that, Richard Ballingbroke.
52120	56060	It's the kind of complicated circle that I'm going to tell you about.
56060	63340	My circle began back in the 60s in high school in Stowe, Ohio, where I was the class queer.
63340	69860	I was the guy beaten up bloody every week in the boys' room until one teacher saved
69860	70900	my life.
70900	76840	She saved my life by letting me go to the bathroom in the teacher's lounge.
76840	82820	She did it in secret, she did it for three years, and I had to get out of town.
82900	91740	I had a thumb, I had $85, and I ended up in San Francisco, California, met a lover, and
91740	98900	back in the 80s found it necessary to begin work on AIDS organizations.
98900	103380	About three or four years ago, I got a phone call in the middle of the night from that
103380	108100	teacher, Mrs. Poston, who said, I need to see you.
108100	112700	I'm disappointed that we never got to know each other as adults.
112700	118700	Would you please come to Ohio and please bring that man that I know you have found
118700	121340	by now?
121340	128540	And I should mention that I have pancreatic cancer, and I'd like you to please be quick
128540	129940	about this.
129940	133500	Well, the next day we were in Cleveland.
133500	139640	We took a look at her, we laughed, we cried, and we knew that she needed to be in a hospice.
139680	145400	We found her one, we got her there, and we took care of her and watched over her family
145400	150160	because it was necessary, it's something we knew how to do.
150160	156320	And just as a woman who wanted to know me as an adult got to know me, she turned into
156320	161000	a box of ashes and was placed in my hand.
161000	168320	And what had happened was the circle had closed, it had become a circle.
168480	171920	And that epiphany I talked about presented itself.
171920	175840	The epiphany is that death is a part of life.
175840	182760	She saved my life, I and my partner saved hers.
182760	186440	And you know, that part of life needs everything that the rest of life does.
186440	191880	It needs truth and beauty, and I'm so happy it's been mentioned so much here today.
191880	202880	It also needs dignity, love, and pleasure, and it's our job to hand those things out.
202880	203880	Thank you.
203880	204880	Thank you.
204880	205880	Thank you.
205880	206880	Thank you.
206880	207880	Thank you.
207880	208880	Thank you.
208880	209880	Thank you.
209880	210380	Thank you.
