start	end	text
0	26280	I want you now to imagine a wearable robot that gives you superhuman abilities, or another
26280	34000	one that takes wheelchair users up, standing and walking again.
34000	41280	We at Berkeley Bionics call these robots exoskeletons.
41280	46120	These are nothing else than something that you put on in the morning and it will give
46120	54960	you extra strength and it will further enhance your speed and it will help you, for instance,
54960	56520	to manage your balance.
56520	64480	It is actually the true integration of the man and the machine, but not only that, it
64480	71300	will integrate and network you to the universe and other devices out there.
71300	73600	This is just not some blue sky thinking.
73600	80360	To show you now what we are working on by starting out talking about the American soldier
80360	85760	that on average does carry about 100 pounds on their backs and they are being asked to
85760	88280	carry more equipment.
88280	96620	Obviously this is resulting in some major complications, back injuries, 30% of them
96620	99040	chronic back injuries.
99040	106760	So we thought we would look at this challenge and create an exoskeleton that would help
106760	109120	deal with this issue.
109120	116640	So let me now introduce to you Herc, or the human universal load carrier.
116640	123680	With the whole Texas Delta, I can carry 200 pounds over varied terrain for many hours.
123680	129280	Its flexible design allows for deep squats, crawls, and high agility movements.
129280	134920	It senses what I want to do, where I want to go, and then augments my strength and endurance.
134920	144440	We are ready with our industry partner to introduce this device, this new exoskeleton
144440	145600	this year.
145600	147680	So it is for real.
147680	155000	Now let's turn our heads towards the wheelchair users, something that I'm particularly passionate
155000	156000	about.
156000	162040	There are 68 million people estimated to be in wheelchairs worldwide.
162080	167880	This is about 1% of the total population, and that's actually a conservative estimate.
167880	172680	We are talking here about, oftentimes, very young individuals with spinal cord injuries
172680	178560	that in the prime of the life, 20s, 30s, 40s hit the wall.
178560	180200	And the wheelchair is the only option.
180200	186780	But it's also the aging population that is multiplying in numbers, and the only option
186780	192220	pretty much, whether it's stroke or other complications, is the wheelchair.
192220	197820	And that is actually for the last 500 years, since it's a very successful introduction
197820	200460	I must say.
200460	208040	So we thought we would start writing a brand new chapter of mobility.
208040	216400	Let me now introduce you to Elex, that is worn by Amanda Boxtel, that 19 years ago was
216440	218760	a spinal cord injury.
218760	225400	And as a result of that, she has not been able to walk for 19 years, until now.
225400	226400	Thank you.
226400	245000	Amanda is wearing our Elex like I said, it has sensors, it's completely non-invasive
245040	250520	sensors in the crutches that send signals back to an on-board computer that is sitting
250520	256800	here at her back, there are battery packs here as well that power motors that are sitting
256800	263840	at her hips, as well as her knee joints that move her forward in this kind of smooth and
263840	268600	very natural gait.
268600	272840	I was 24 years old and at the top of my game.
272840	278220	And a freak somersault while downhill skiing paralyzed me.
278220	285960	In a split second, I lost all sensation and movement below my pelvis.
285960	293480	Not long afterwards, a doctor strode into my hospital room and he said, Amanda, you'll
293480	297000	never walk again.
297000	300520	And that was 19 years ago.
300520	305960	He robbed every ounce of hope from my being.
305960	312760	Adaptive technology has since enabled me to learn how to downhill ski again, to rock climb
312760	325760	and even hand cycle, but nothing has been invented that enables me to walk until now.
325760	343400	As you can see, we have the technology, we have the platforms to sit down and have discussions
343400	345640	with you.
345640	354800	It's in our hands and we have all the potential here to change the life of future generations
354800	363280	not only for the soldiers or for Amanda here and all the VLC users, but for everyone.
