start	end	text
0	20040	Let's begin.
20040	22360	Threats in the wake of bin Laden's death have spiked.
22360	23680	Baman in Somalia.
23680	24680	Police pepper spray.
24680	25680	Vicious cartels.
25680	26680	Caustic cruise lines.
26680	28240	The sun will decay.
28240	29240	65 dead.
29760	30760	Cyber attacks.
30760	31760	Drug war.
31760	32760	Mass destruction.
32760	33760	Tornado.
33760	34760	Recession.
34760	35760	Default.
35760	36760	Doomsday.
36760	37760	Egypt.
37760	38760	Syria.
38760	39760	Crisis.
39760	40760	Death.
40760	41760	Disaster.
41760	42760	Oh my god.
42760	43760	So those are just a few of the clips I collected over the last six months.
43760	48000	Could have easily been the last six days or the last six years.
48000	53660	The point is that the news media preferentially feeds us negative stories because that's what
53660	55640	our minds pay attention to.
55640	58560	And there's a very good reason for that.
58560	63200	Every second of every day, our senses bring in way too much data than we can possibly
63200	65240	process in our brains.
65240	70200	And because nothing is more important to us than survival, the first stop of all of that
70200	74640	data is an ancient sliver of the temporal lobe called the amygdala.
74640	80360	Now the amygdala is our early warning detector, our danger detector.
80360	84440	It sorts and scours through all of the information, looking for anything in the environment that
84440	86240	might harm us.
86240	92420	So given a dozen news stories, we will preferentially look at the negative news.
92420	98680	And that old newspaper saying, if it bleeds, it leads, is very true.
98680	103320	So given all of our digital devices that are bringing all the negative news to us seven
103320	108400	days a week, 24 hours a day, it's no wonder that we're pessimistic.
108400	113880	It's no wonder that people think that the world is getting worse.
113880	117240	But perhaps that's not the case.
117240	124360	Perhaps instead it's the distortions brought to us of what's really going on.
124360	129440	Perhaps the tremendous progress we've made over the last century by a series of forces
129440	135960	are in fact accelerating to a point that we have the potential in the next three decades
135960	138980	to create a world of abundance.
138980	143020	Now I'm not saying we don't have our set of problems.
143020	148140	Climate crisis, species extinction, water and energy shortage, we surely do.
148140	153820	And as humans, we are far better at seeing the problems way in advance, but ultimately
153820	157220	we knock them down.
157220	163660	So let's look at what this last century has been to see where we're going.
163660	168480	Over the last 100 years, the average human lifespan has more than doubled.
168480	173400	Average per capita income adjusted for inflation around the world has tripled.
