start	end	text
0	21680	Well, this is a really extraordinary honor for me. I spend most of my time in jails and
21680	27320	prisons on death row. I spend most of my time in very low-income communities and the projects
27320	33360	and places where there's a great deal of hopelessness. And being here at TED and seeing the stimulation,
33360	37680	hearing it has been very, very energizing to me. And one of the things that's emerged
37680	44500	in my short time here is that TED has an identity. And you can actually say things here that
44500	48520	have impacts around the world. And sometimes when it comes through TED, it has meaning
48520	54560	and power that it doesn't have when it doesn't. And I mention that because I think identity
54560	60240	is really important. And we've had some fantastic presentations. And I think what we've learned
60240	64680	is that if you're a teacher, your words can be meaningful, but if you're a compassionate
64680	68800	teacher, they can be especially meaningful. If you're a doctor, you can do some good things,
68800	73080	but if you're a caring doctor, you can do some other things. So I want to talk about
73080	78440	the power of identity. And I didn't learn about this actually practicing law and doing
78440	83720	the work that I do. I actually learned about this from my grandmother. I grew up in a house
83720	88000	that was the traditional African American home that was dominated by a matriarch, and
88000	94760	that matriarch was my grandmother. She was tough. She was strong. She was powerful. She
94760	100440	was the end of every argument in our family. She was the beginning of a lot of arguments
100440	105360	in our family. She was the daughter of people who were actually enslaved. Her parents were
105360	109960	born in slavery in Virginia in the 1840s. She was born in the 1880s, and the experience
109960	115480	of slavery very much shaped the way she saw the world. My grandmother was tough, but she
115480	118360	was also loving. When I would see her as a little boy, she'd come up to me, and she'd
118360	122880	give me these hugs, and she'd squeeze me so tight I could barely breathe. And then she'd
122880	126960	let me go. And an hour or two later, if I saw her, she'd come over to me, and she'd
126960	131800	say, Brian, do you still feel me hugging you? And if I said no, she'd assault me again,
131800	135440	and if I'd say yes, she'd leave me alone. And she just had this quality that you always
135440	140240	wanted to be near her. And the only challenge was that she had 10 children. My mom was the
140240	143600	youngest of her 10 kids, and sometimes when I would go and spend time with her, it would
143600	147740	be difficult to get her time and attention. My cousins would be running around everywhere.
147740	152360	And I remember when I was about 8 or 9 years old, waking up one morning, going into the
152360	156360	living room, and all of my cousins were running around, and my grandmother was sitting across
156360	162320	the room staring at me. And at first I thought we were playing a game. And I would look at
162320	167120	her, and I'd smile, but she was very serious. And after about 15 or 20 minutes of this,
167120	171920	she got up and she came across the room, and she took me by the hand, and she said, come
171920	176200	on, Brian, you and I are going to have a talk. And I remember this just like it happened
176200	181520	yesterday. I never will forget it. She took me out back, and she said, Brian, I'm going
181520	185720	to tell you something, but you don't tell anybody what I tell you. I said, okay, mom.
185720	190560	And she said, now you make sure you don't do that. I said, sure. Then she sat me down,
190720	196720	and she looked at me, and she said, I want you to know I've been watching you. And she
196720	203720	said, I think you're special. She said, I think you can do anything you want to do.
204440	209400	I will never forget it. And then she said, I just need you to promise me three things,
209400	212440	Brian. I said, okay, mom. And she said, the first thing I want you to promise me is that
212440	217760	you'll always love your mom. She said, that's my baby girl, and you have to promise me now
217800	222840	you'll always take care of her. Well, I adored my mom, so I said, yes, mama, I'll do that.
222840	225600	Then she said, the second thing I want you to promise me is that you'll always do the
225600	231600	right thing, even when the right thing is the hard thing. And I thought about it, and
231600	236000	I said, yes, mama, I'll do that. Then finally she said, the third thing I want you to promise
236000	243000	me is that you'll never drink alcohol. Well, I was nine years old, so I said, yes, mama,
243000	246880	I'll do that. I grew up in the country in the rural south, and I have a brother a year
246880	251400	older than me and a sister a year younger. When I was about 14 or 15, one day my brother
251400	255240	came home, and he had this six-pack of beer. I don't know where he got it. And he grabbed
255240	258480	me and my sister, and we went out in the woods, and we were kind of just out there doing the
258480	262360	stuff we crazily did. And he had a sip of this beer, and he gave some to my sister,
262360	266760	and she had some, and they offered it to me. I said, no, no, no, no, that's okay, y'all
266760	269320	go ahead. I'm not going to have any beer. And my brother said, come on, we're doing
269320	272720	this today. You always do what we do. I had some, your sister had some, have some beer.
272720	275880	I said, no, I don't feel right about that. Y'all go ahead, y'all go ahead. And then my
275880	280160	brother started staring at me. He said, what's wrong with you? Have some beer. Then he looked
280160	284480	at me real hard. He said, oh, I hope you're not still hung up on that conversation Mama
284480	291820	had with you. I said, well, what are you talking about? He says, oh, Mama tells all the grandkids
291820	302000	that they're special. I was devastated. And I'm going to admit something to you. I'm going
302000	305720	to tell you something I probably shouldn't. I know this might be broadcast broadly, but
305720	315400	I'm 52 years old and I'm going to admit to you that I've never had a drop of alcohol.
315400	321760	I don't say that because I think that's virtuous. I say that because there is power in identity.
321760	325720	When we create the right kind of identity, we can say things to the world around us that
325720	330160	they don't actually believe make sense. We can get them to do things that they don't
330160	334680	think they can do. When I thought about my grandmother, of course she would think all
334680	338780	her grandkids were special. My grandfather was in prison during prohibition. My male
338780	342840	uncles died of alcohol-related diseases. And these were the things she thought we needed
342840	348200	to commit to. Well, I've been trying to say something about our criminal justice system.
348200	354220	This country is very different today than it was 40 years ago. In 1972, there were 300,000
354220	360960	people in jails and prisons. Today, there are 2.3 million. The United States now has
360960	366200	the highest rate of incarceration in the world. We have 7 million people on probation
366200	373680	and parole. And mass incarceration, in my judgment, has fundamentally changed our world.
373680	378960	In poor communities and communities of color, there is this despair, there is this hopelessness
378960	383620	that is being shaped by these outcomes. One out of three black men between the ages of
383620	390040	18 and 30 is in jail, in prison, on probation or parole. In urban communities across this
390040	395680	country, Los Angeles, Philadelphia, Baltimore, Washington, 50 to 60 percent of all young
395680	401080	men of color in jail or prison, or on probation and parole. Our system isn't just being shaped
401080	405280	in these ways that seem to be distorting around race, they're also distorted by poverty. We
405280	410940	have a system of justice in this country that treats you much better if you're rich and
410940	418560	guilty than if you're poor and innocent. Wealth, not culpability, shapes outcomes. And yet
418600	424480	we seem to be very comfortable. The politics of fear and anger has made us believe that
