start	end	text
0	21240	I would like to talk to you about why many E-off projects fail and I really think that
21240	26400	the most important thing of it is that we stop listening to patients and one of the
26400	30460	things we did at Robert University is we appointed a Chief Listening Officer, not on
30460	36120	a very scientific way, she puts up a little cup of coffee or a cup of tea and asks patients,
36120	42460	family, relatives, what's up? How could we help you? And we think, we like to think that
42460	47920	this is one of the major problems why all, maybe not all, but most of the E-off projects
47920	53280	fail since we stopped listening. This is my weighing skill. It's a very simple thing,
53280	60280	it's got one nut, on, off, and every morning I hop on it and yes, I got a challenge, as
60280	66640	you might see, and I put my challenge on 95 kilograms, but the thing is that it's made
66640	73040	this simple, that whenever I hop on, it sends my data to Google Health as well and it's
73040	79320	collected by my general petitioner as well, so he can see what's my problem in weight,
79320	85400	not on the very moment that I need cardiologic support or something like it, but also looking
85400	91360	back for it. But there's another thing, as some of you might know, I got more than 4,000
91360	96600	followers on Twitter, so every morning I hop on my weighing skill and before I'm in my
96600	102400	car people start talking to me, I think you need a light lunch today, Leshan. But that's
102400	107820	the nicest thing that could happen since this is peer pressure. Peer pressure used to help
107820	114960	patients, since this could be used for B-Stas, it could be used to stop smoking for patients,
114960	119800	but on the other hand it also could be used to get people from out of their chairs and
119800	125780	try to work together in some kind of gaming activity to get more control of their health.
125780	130720	And as of next week, it will be soon available, there will be this little blood pressure meter
130720	136820	connected to an iPhone or something or other, and people will be able from their homes to
136820	141980	take their blood pressure, send it in to their doctor and eventually share it to others,
141980	146860	for instance, for over a hundred dollars. And this is the point where patients get into
146860	152660	position and can collect not only their own control again, being captain of the ownership,
152660	158740	but also can help us in healthcare due to the challenges that we're facing, like healthcare,
158740	164160	cost explosion, double demand and things like that. Make techniques that's easy to use and
164160	168320	start with this to embrace patients in the team. And you could do this with techniques
168320	173600	like this, but also by crowdsourcing. And one of the things we did, I would like to
173600	175960	share with you, introduced by a little video.
224160	251200	We all got navigation controls in our car.
251200	256400	We maybe even got it in our cell phone. We perfectly know where all the ADMs are, just
256400	261320	about the city of Maastricht. The other thing is we know where all the gas stations are.
261320	267360	And sure, we could find fast food chains. But where would be the nearest AED to help
267360	273120	this patient? We asked around and nobody knew. Nobody knew where the nearest life-saving
273120	278680	AED was to obtain, right now. So what we did, we crowdsourced to the Netherlands and we
278680	283820	set up a website and asked the crowd, if you see an AED, please submit it. Tell us
283820	289560	where it is. Tell us when it's open, since sometimes in office hours it's closed of course.
289560	293160	And over 10,000 AEDs in the Netherlands already have been submitted.
293160	298160	The next step we took was find applications for it. And we built an iPad application.
298160	303240	We made an application for layer, augmented reality, to find these AEDs. And whenever
303240	308280	you were in a city like Maastricht and somebody collapsed, you can use your iPhone. And within
308280	313160	the next weeks, also on your Microsoft cell phone. To find the nearest AED, which can
313160	318960	save lives. And as of today, we would like to introduce this not only as AED for you,
318960	323360	which is the product called, but also AED for us. And we would like to start this on
323360	328720	a worldwide level. And asking all colleagues of us in the rest of the world, college universities
328720	335400	to help us to find and work and act like a hub, to crowdsource all these AEDs around
335400	339680	the world. That whenever you are on a holiday and somebody collapses, might it be your own
339680	344600	relative or someone just in front of you, you can find this. The other thing we would
344600	349520	like to ask is companies also all over the world that will be able to help us validate
349520	355480	these AEDs. This might be courier services or cable guys, for instance, just to see whether
355480	361460	the AED that's submitted still is in place. So please help us on this one and try to make
361460	364880	not only health a little bit better, but take control of it. Thank you.
