start	end	text
0	22440	So a couple of years ago, I started a program to try to get the rock star tech and design
22440	27520	people to take a year off and work in the one environment that represents pretty much
27520	34400	everything they're supposed to hate. We have them work in government. The program is called
34400	39720	Code for America, and it's a little bit like a Peace Corps for geeks. We select a few fellows
39720	46100	every year, and we have them work with city governments. Instead of sending them off into
46100	50280	the third world, we send them into the wilds of city hall, and there they make great apps.
50280	54280	They work with city staffers, but really what they're doing is they're showing what's possible
54280	61640	with technology today. So meet Al. Al is a fire hydrant in the city of Boston. Here it kind of
61640	65960	looks like he's looking for a date, but what he's really looking for is for someone to shovel him
65960	69960	out when he gets snowed in because he knows he's not very good at fighting fires when he's covered
69960	76480	in four feet of snow. Now how did he come to be looking for help in this very unique manner? We
76480	80240	had a team of fellows in Boston last year through the Code for America program. They were there in
80240	85040	February, and it snowed a lot in February last year, and they noticed that the city never gets
85040	90680	to digging out these fire hydrants. But one fellow in particular, a guy named Eric Michael Ober,
90680	95800	noticed something else, and that's that citizens are shoveling out sidewalks right in front of
95800	101200	these things. So he did what any good developer would do. He wrote an app. It's a cute little app
101200	106360	where you can adopt a fire hydrant. So you agree to dig it out when it snows. If you do, you get to
106360	111720	name it. He called the first one Al, and if you don't, someone can steal it from you. So it's got
111720	117560	cute little game dynamics on it. So this is a modest little app. It's probably the smallest of
117560	122360	the 21 apps that the fellows wrote last year, but it's doing something that no other government
122360	129480	technology does. It's spreading virally. There's a guy in the IT department of the city of Honolulu
129480	135400	who saw this app and realized that he could use it, not for snow, but to get citizens to adopt
135440	141720	tsunami sirens. It's very important that these tsunami sirens work, but people steal the batteries
141720	146880	out of them, so he's getting citizens to check on them. And then Seattle decided to use it to get
146880	151960	citizens to clear out clogged storm drains, and Chicago just rolled it out to get people to sign
151960	158320	up to shovel sidewalks when it snows. So we now know of nine cities that are planning to use this,
158320	164400	and this is spread just frictionlessly, organically, naturally. If you know anything about government
164400	170000	technology, you know that this isn't how it normally goes. Procuring software usually takes
170000	175600	a couple of years. We had a team that worked on a project in Boston last year that took three
175600	179920	people about two and a half months. It was a way that parents could figure out which were the right
179920	184680	public schools for their kids. We were told afterwards that if that had gone through normal
184680	190120	channels, it would have taken at least two years, and it would have cost about two million dollars.
190120	196040	And that's nothing. There is one project in the California court system right now that so far
196040	203000	cost taxpayers two billion dollars, and it doesn't work. And there are projects like this at every
203000	209640	level of government. So an app that takes, you know, a couple of days to write and then spreads
