start	end	text
0	17920	Good afternoon, everybody.
17920	40040	I got something to show you.
40040	43480	Think about this as a pixel, a flying pixel.
43480	46600	This is what we call in our lab sensible design.
46600	48240	Let me tell you a bit about it.
48240	52460	If you take this picture, I'm Italian originally, and every boy in Italy grows up with this
52460	55160	picture on the wall of his bedroom.
55160	59680	But the reason I'm showing you this is that something very interesting happened in Formula
59680	62700	One racing over the past couple of decades.
62700	67880	Now some time ago, if you wanted to win a Formula One race, you take a budget and you
67880	72960	bet your budget on a good driver and a good car, and if the car and the driver were good
72960	75440	enough, then you win the race.
75440	80040	Today, if you want to win the race, actually you need also something like this.
80040	85800	Something that monitors the car in real time, has a few thousand sensors collecting information
85800	91360	from the car, transmitting this information into the system, and then processing it and
91360	96720	using it in order to go back to the car with decisions and changing things in real time
96720	98860	as information is collected.
98860	103680	This is what in engineering terms you would call a real-time control system.
103680	109800	And basically, it's a system made of two components, sensing and an actuating component.
109800	114200	What is interesting today is that real-time control systems are entering, starting to
114200	116120	enter into our life.
116120	122820	Our cities, over the past few years, just have been blanketed with networks, electronics.
122820	127080	They're becoming like computers in open air, and as computers in open air, they're starting
127080	132220	to respond in a different way, to be able to be sensed and to be actuated.
132220	134300	If we fix cities, actually it's a big deal.
134300	139660	Just as an aside, I wanted to mention cities are only 2% of the Earth's crust, but they
139660	142500	are 50% of the world's population.
142500	148780	They're 75% of energy consumption, up to 80% of CO2 emissions.
148780	152220	So if you're able to do something with cities, that's a big deal.
152220	159220	Beyond cities, all of this, sensing and actuating, is entering our everyday objects.
159260	164620	That's from an exhibition that Paolo Antonelli is organizing at MoMA later this year, during
164620	168780	the summer, it's called Talk to Me, where our objects, our environment, is starting
168780	170380	to talk back to us.
170380	175520	In a certain sense, it's almost as if every atom out there were becoming both a sensor
175520	180540	and an actuator, and that is radically changing the interaction we have as humans with the
180540	182660	environment out there.
182660	187600	In a certain sense, it's almost as if the old dream of Michelangelo, when Michelangelo
