start	end	text
0	21840	This is a representation of your brain, and your brain can be broken into two parts.
21840	26360	There's the left half, which is the logical side, and then the right half, which is the
26360	27360	intuitive.
27600	32920	And so if we add a scale to measure the aptitude of each hemisphere, then we can plot our brain.
32920	36160	And for example, this would be somebody who's completely logical.
36160	39680	This would be someone who's entirely intuitive.
39680	42600	So where would you put your brain on this scale?
42600	46560	Some of us may have opted for, you know, one of these extremes, but I think for most people
46560	51200	in the audience, your brain is something like this, with a high aptitude in both hemispheres
51200	52200	at the same time.
52200	54500	I mean, it's not like they're mutually exclusive or anything.
54500	57240	You can be logical and intuitive.
57240	61520	And so I consider myself one of these people, along with most of the other experimental
61520	62520	quantum physicists.
62520	67840	We need a good deal of logic to string together these complex ideas, but at the same time,
67840	72240	we need a good deal of intuition to actually make the experiments work.
72240	73360	How do we develop this intuition?
73360	74840	Well, we like to play with stuff.
74840	78900	So we go out and play with it, and then we see how it acts, and then we develop our intuition
78900	80400	from there.
80400	82920	And you know, really, you do the same thing.
82920	88560	So some intuition that you may have developed over the years is that one thing is only in
88560	90280	one place at a time.
90280	96440	I mean, it even sounds weird to think about one thing being in two different places at
96440	99420	the same time, but you weren't born with this notion.
99420	100420	You developed it.
100420	103480	You know, I remember watching a kid playing on a car stop.
103480	106960	He was just a toddler, and he wasn't very good at it, and he kept falling over.
106960	111120	But I bet playing with this car stop taught him a really valuable lesson, and that's that
111120	116500	large things don't let you get right past them, and that they stay in one place.
116500	120800	And so this is a great conceptual model to have of the world, unless you're a particle
120800	121800	physicist.
121800	126160	It'd be a terrible model for a particle physicist, because, well, they don't play with car stops.
126160	128960	They play with these little weird particles.
128960	133480	And when they play with their particles, they find they do all sorts of really weird things,
133480	137720	like they can fly right through walls, or they can be in two different places at the
137720	139660	same time.
139660	146240	And so they wrote down all these observations, and they called it the theory of quantum mechanics.
146240	149740	And so, you know, that's where physics was at a few years ago.
149740	155140	You needed quantum mechanics to describe little tiny particles, but you didn't need it to
155140	159740	describe the large, everyday objects around us.
159740	162300	This didn't really sit well with my intuition.
162300	165380	And maybe it's just because I don't play with particles very often.
165380	169580	Well, I mean, I play with them sometimes, but not very often.
169580	171020	And I've never seen them.
171020	173860	I mean, nobody's ever seen a particle.
173860	179740	But it didn't sit well with my logical side either, because if everything is made up of
179740	185700	little particles, and all the little particles follow quantum mechanics, then shouldn't everything
185700	187940	just follow quantum mechanics?
187940	192740	Yeah, I don't see any reason why it shouldn't.
192740	197060	And so I'd feel a lot better about the whole thing if we could somehow show that an everyday
197060	200500	object also follows quantum mechanics.
200500	204420	So a few years ago, I set off to do just that.
204420	206700	So I made one.
206700	214380	This is the first object that you can see that has been in a mechanical quantum superposition.
214380	219740	So what we're looking at here is a tiny computer chip, and you can sort of see this green dot
219740	220780	right in the middle.
220780	223560	And that's this piece of metal I'm going to be talking about in a minute.
223560	225400	This is a photograph of the object.
225560	227000	I'm going to zoom in a little bit.
227000	230560	We're looking right there in the center, and then here's a really, really big close-up
230560	232120	of the little piece of metal.
232120	235280	So what we're looking at is a little chunk of metal, and it's shaped like a diving board
235280	237080	and sticking out over a ledge.
237080	240560	And so I made this thing in nearly the same way as you make a computer chip.
240560	245160	I went into a clean room with a fresh silicon wafer, and then I just cranked away at all
245160	247080	the big machines for about 100 hours.
247080	251960	For the last step, I had to build my own machine to make this swimming pool-shaped hole underneath
251960	253640	the device.
253640	258920	This device has the ability to be in a quantum superposition, but it needs a little help
258920	259920	to do it.
259920	261240	Here, let me give you an analogy.
261240	264240	You know how comfortable it is to be in a crowded elevator?
264240	268500	I mean, when I'm in an elevator all alone, I do all sorts of weird things, but then other
268500	273440	people get on board, and I stop doing those things because I don't want to bother them
273440	276660	or, frankly, scare them.
276660	282000	So quantum mechanics says that inanimate objects feel the same way.
282040	286920	The fellow passengers for inanimate objects are not just people, but it's also the light
286920	291460	shining on it, and the wind blowing past it, and the heat of the room.
291460	295440	And so we knew if we wanted to see this piece of metal behave quantum mechanically, we're
295440	298040	going to have to kick out all the other passengers.
298040	299480	And so that's what we did.
299480	303640	We turned off the lights, and then we put it in vacuum and sucked out all the air, and
303640	307920	then we cooled it down to just a fraction of a degree above absolute zero.
307920	312040	Now all alone in the elevator, the little chunk of metal was free to act however it
312040	313040	wanted.
313040	316040	And so we measured its motion, and we found it was moving in really weird ways.
316040	320120	Instead of just sitting perfectly still, it was vibrating, and the way it was vibrating,
320120	324600	it was breathing something like this, like expanding and contracting bellows.
324600	329920	By giving it a gentle nudge, we were able to make it both vibrate and not vibrate at
329920	334760	the same time, something that's only allowed with quantum mechanics.
334760	338200	So what I'm telling you here is something truly fantastic.
338200	344480	What does it mean for one thing to be both vibrating and not vibrating at the same time?
344480	346120	So let's think about the atoms.
346120	350720	So in one case, all the trillions of atoms that make up that chunk of metal are just
350720	351720	sitting still.
351720	356480	Now at the same time, those same atoms are moving up and down.
356480	359500	Now it's only at precise times when they align.
359500	362040	The rest of the time, they're delocalized.
362040	367560	That means that every atom is in two different places at the same time, which in turn means
367560	370800	the entire chunk of metal is in two different places.
370800	373360	I think this is really cool.
373360	385520	It was worth locking myself in a clean room to do this for all those years, because check
385520	386520	this out.
386520	391160	The difference in scale between a single atom and that chunk of metal is about the same
391160	394360	as a difference between that chunk of metal and you.
394360	398760	So if a single atom can be in two different places at the same time, that chunk of metal
398760	402240	can be in two different places, then why not you?
402240	406880	I mean, this is just my logical side talking.
406880	410360	So imagine if you were in multiple places at the same time.
410360	413960	What would that be like?
413960	420720	How would your consciousness handle your body being delocalized in space?
420720	425200	Just one more part to the story is when we warmed it up and we turned on the lights and
425200	430720	looked inside the box, we saw that the piece of metal was still there in one piece.
430720	435880	And so I had to develop this new intuition that it seems like all the objects in the
435880	441360	elevator are really just quantum objects just crammed into a tiny space.
441360	445440	You hear a lot of talk about how quantum mechanics says that everything is all interconnected.
445440	447440	Well, that's not quite right.
447440	449840	It's actually more than that.
449840	454400	What makes quantum mechanics deeper is that those connections, your connections to all
454400	459160	the things around you, literally define who you are.
459160	461400	And that's the profound weirdness of quantum mechanics.
461400	462400	Thank you.
