start	end	text
0	20700	Hi, I'm Kevin Alaka, I'm the trends manager at YouTube and I professionally watch YouTube
20700	21700	videos.
21700	22700	It's true.
22700	26920	So we're going to talk a little bit today about how videos go viral and then why that
26920	28560	even matters.
28560	33200	We all want to be stars, celebrities, singers, comedians.
33200	36580	And when I was younger, that seemed so very, very hard to do.
36580	40120	But now web video has made it so that any of us or any of the creative things that we
40120	43480	do can become completely famous and a part of our world's culture.
43480	47800	I mean, any one of you could be famous on the internet by next Saturday.
47800	52340	But there are over 48 hours of video uploaded to YouTube every minute.
52340	56400	And of that, only a tiny percentage ever goes viral and gets tons of views and becomes a
56400	57440	cultural moment.
57440	59820	So how does it happen?
59820	60820	Three things.
60820	64800	Tastemakers, communities of participation, and unexpectedness.
64800	67160	All right, let's go.
67160	80960	Oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh wow.
80960	84920	Last year, Bear Vasquez posted this video that he had shot outside his home in Yosemite
84920	85920	National Park.
85920	90840	In 2010, it was viewed 23 million times.
90840	95760	This is a chart of what it looked like when it first became popular last summer.
95760	98760	But he didn't actually set out to make a viral video, Bear.
98760	102320	He just wanted to share a rainbow because that's what you do when your name is Yosemite
102320	105660	Mountain Bear.
105660	109960	And he had posted lots of nature videos, in fact, and this video had actually been posted
109960	112500	all the way back in January.
112500	115040	So what happened here?
115040	117200	Jimmy Kimmel, actually.
117200	121300	Jimmy Kimmel posted this tweet that would eventually propel the video to be as popular
121300	126320	as it had become because tastemakers like Jimmy Kimmel introduced us to new and interesting
126320	141800	things and bring them to a larger audience.
141800	145160	So you didn't think that we could actually have this conversation without talking about
145160	147280	this video, I hope.
147280	150080	Rebecca Black's Friday is one of the most popular videos of the year.
150080	154080	It's been seen nearly 200 million times this year.
154080	157360	This is a chart of what it looked like, and similar to Double Rainbow, it seems to have
157360	160780	just sprouted up out of nowhere.
160780	162720	So what happened on this day?
162720	165920	Well, it was a Friday, this is true.
165920	174160	And if you're wondering about those other spikes, those are also Fridays.
174160	175540	But what about this day?
175540	177360	This one particular Friday?
177360	181000	Well, Tosh.no picked it up, a lot of blogs started writing about it.
181000	184740	Michael J. Nelson from Mystery Science Theater was one of the first people to post a joke
184740	186560	about the video on Twitter.
186560	190020	But what's important is that an individual or a group of tastemakers took a point of
190020	194480	view and they shared that with a larger audience, accelerating the process.
194560	198440	So then this community formed of people who shared this big inside joke and they started
198440	203360	talking about it and doing things with it, and now there are 10,000 parodies of Friday
203360	204360	on YouTube.
204360	213720	Even in the first seven days, there was one parody for every other day of the week.
213720	218160	Unlike the one-way entertainment of the 20th century, this community participation is how
218160	222520	we become a part of the phenomenon, either by spreading it or doing something new with it.
224480	237040	So, Nyan Cat is a looped animation with loop music.
237040	239000	It's this, just like this.
239000	243240	It's been viewed nearly 50 million times this year.
243240	247080	And if you think that that is weird, you should know that there is a three-hour version of
247080	252040	this that's been viewed four million times.
252040	258880	Some cats were watching this video.
258880	270560	Cats were watching other cats watch this video.
270560	277080	But what's important here is the creativity that it inspired amongst this techie, geeky
277080	278280	internet culture.
278280	282560	There were remixes.
282560	304520	Someone made an old-timey version, and then it went international.
304520	310000	An entire remix community sprouted up that brought it from being just a stupid joke to
310000	312680	something that we could all actually be a part of.
312680	319400	Because we don't just enjoy now, we participate.
319400	320960	And who could have predicted any of this?
320960	324800	Who could have predicted Double Rainbow or Rebecca Black or Nyan Cat?
324800	330340	What script could you have written that would have contained this in it?
330340	334700	In a world where over two days of video get uploaded every minute, only that which is
334700	338660	truly unique and unexpected can stand out in the way that these things have.
338660	343220	When a friend of mine told me that I needed to see this great video about a guy protesting
343220	368820	bicycle fines in New York City, I admit I wasn't very interested.
368820	374700	By being totally surprising and humorous, Casey Neistat got his funny idea and point
374700	377420	seen five million times.
377420	381260	And so this approach holds for anything new that we do creatively.
381260	393660	And so it all brings us to one big question.
393660	396180	What does it mean?
396180	401620	Music makers, creative participating communities, complete unexpectedness, these are characteristics
401620	407140	of a new kind of media and a new kind of culture where anyone has access and the audience defines
407140	408140	the popularity.
408140	412540	I mean, as mentioned earlier, one of the biggest stars in the world right now, Justin Bieber,
412540	414400	got his start on YouTube.
414400	416980	No one has to green light your idea.
416980	420680	And we all now feel some ownership in our own pop culture.
420680	425720	And these are not characteristics of old media, and they're barely true of the media of today.
425760	428640	But they will define the entertainment of the future.
428640	429000	Thank you.
