start	end	text
0	20420	Back in New York, I am the head of development for a nonprofit called Robin Hood.
20420	24660	When I'm not fighting poverty, I'm fighting fires as the assistant captain of a volunteer
24660	26460	fire company.
26460	30860	In our town, where the volunteers supplement a highly skilled career staff, you have to
30860	34900	get to the fire scene pretty early to get in on any action.
34900	36700	I remember my first fire.
36700	40420	I was the second volunteer on the scene, so there was a pretty good chance I was going
40420	41420	to get in.
41420	45460	Still, it was a real foot race against the other volunteers to get to the captain in
45460	48420	charge to find out what our assignments would be.
48420	53620	When I found the captain, he was having a very engaging conversation with the homeowner,
53620	57700	who was surely having one of the worst days of her life.
57700	59840	Here it was the middle of the night.
59840	65940	She was standing outside in the pouring rain, under an umbrella, in her pajamas, barefoot,
65940	68620	while her house was in flames.
68620	76220	The other volunteer who had arrived just before me, let's call him Lex Luthor, got to the
76220	85380	fireman captain first, and was asked to go inside and save the homeowner's dog, the dog.
85380	87260	I was stunned with jealousy.
87260	91420	Here was some lawyer or money manager who, for the rest of his life, gets to tell people
91420	96320	that he went into a burning building to save a living creature, just because he beat me
96320	97820	by five seconds.
97820	100260	Well, I was next.
100260	104660	The captain weighed me over, said, Bezos, I need you to go into the house.
104700	110500	I need you to go upstairs, past the fire, and I need you to get this woman a pair of shoes.
110500	115660	I swear.
115660	120860	So not exactly what I was hoping for, but off I went.
120860	124500	Up the stairs, down the hall, past the real firefighters, who were pretty much done putting
124500	130020	out the fire at this point, into the master bedroom to get a pair of shoes.
131020	139860	I know what you're thinking, but I'm no hero.
139860	145340	I carried my payload back downstairs where I met my nemesis and the precious dog by the
145340	147340	front door.
147340	152860	We took our treasures outside to the homeowner where, not surprisingly, his received much
152860	155620	more attention than did mine.
155620	159500	A few weeks later, the department received a letter from the homeowner thanking us for
159500	162620	the valiant effort displayed in saving her home.
162620	170300	The act of kindness she noted above all others, someone had even gotten her a pair of shoes.
170300	174820	You know, in both my vocation at Robin Hood and my avocation as volunteer firefighter,
174820	179860	I am witness to acts of generosity and kindness on a monumental scale.
179860	183420	But I'm also witness to acts of grace and courage on an individual basis.
183420	186280	And you know what I've learned?
186280	188220	They all matter.
188220	192260	So as I look around this room at people who either have achieved or are on their way to
192260	198320	achieving remarkable levels of success, I would offer this reminder.
198320	200580	Don't wait.
200580	203860	Don't wait until you make your first million to make a difference in somebody's life.
203860	207660	If you have something to give, give it now.
207660	212940	Serve food at a soup kitchen, clean up a neighborhood park, be a mentor.
212940	218100	Not every day is going to offer us a chance to save somebody's life, but every day offers
218100	220400	us an opportunity to affect one.
220400	222080	So get in the game.
222080	223460	Save the shoes.
223460	224460	Thank you.
224460	225460	Come back.
225460	226460	Come back.
226460	226480	Thank you.
249100	253540	Somewhere in America, there's a doctor who can peer into the future.
253540	258180	There's a nurse who can access in an instant every patient's past.
258180	263020	And because the whole hospital's working together, there's a family who can breathe easy right
263020	264860	now.
264860	268660	Somewhere in America, we've already answered some of the nation's toughest health care
268660	269660	questions.
269660	275660	And the over 60,000 people of Siemens are ready to do it again.
275660	277540	Siemens answers.
278100	280100	We'll be right back.
